tz16_code,tz16_name,sa2_name16,sa2_main16,sa2_5dig16,sa3_name16,sa3_code16,sa4_name16,sa4_code16,lga_name16,lga_code16,gcc_name16,gcc_code16,gsc_distri,mb_cat16,albers_ha,Metro Stage,GIC_AreaName,GIC_Precinct_190919,PIFGA_Precinct,SGS_CoDBC_UrbanType190924,SGS_CoDBC_Precincts190924,SGS_CoDBC_SubPrecinct190924,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056,EMP_2016,EMP_2021,EMP_2026,EMP_2031,EMP_2036,EMP_2041,EMP_2046,EMP_2051,EMP_2056
67,Sydney CBD_Lumley House,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.996158952,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,141,181,215,228,242,257,273,289,306,"4,966","5,258","5,549","5,890","6,209","6,623","6,994","7,300","7,642"
68,Sydney CBD_Red Cross House,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.415510777,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,42,46,113,241,378,519,666,827,"2,521","2,710","2,866","3,055","3,223","3,442","3,646","3,821","4,018"
69,Sydney CBD_AWA Building,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,0.818542767,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,47,50,51,55,58,61,64,67,70,"1,830","1,936","2,051","2,178","2,293","2,449","2,592","2,711","2,847"
70,Barrack St and York St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,0.779410506,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,72,87,89,95,100,104,108,113,117,"1,398","1,491","1,590","1,697","1,790","1,917","2,037","2,138","2,254"
71,Centenary Square,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,0.753419036,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"2,123","2,269","2,419","2,587","2,734","2,933","3,120","3,276","3,455"
72,Centenary Square and George,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.093325003,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3,4,4,4,4,4,4,5,5,"4,621","4,916","5,150","5,445","5,726","6,083","6,396","6,647","6,924"
73,Sydney CBD_No.1 Martin Place,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,2.413855997,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,38,40,40,43,46,48,50,53,55,"8,894","9,448","9,938","10,499","11,041","11,739","12,338","12,806","13,327"
74,MLC Centre Sydney,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.925331812,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"7,118","7,594","8,062","8,582","9,054","9,686","10,260","10,732","11,275"
75,Martin Place and Elizabeth St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.081390936,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"3,294","3,499","3,688","3,920","4,135","4,413","4,665","4,871","5,105"
76,Martin Place and Phillip St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,0.94573554,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,9,9,9,10,11,11,12,12,13,"1,808","1,971","2,128","2,281","2,413","2,598","2,771","2,917","3,085"
77,Martin Place Station,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.42005521,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,7,51,53,53,54,54,54,55,55,"3,650","3,956","4,222","4,496","4,746","5,078","5,375","5,618","5,895"
78,Star City_Pyrmont Bay Ferry Wharf,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,2.238125625,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,142,145,147,156,166,176,185,194,204
79,Sydney Aquarium,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Transport,4.25723593,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,80,558,577,580,583,587,590,594,598,"1,047","1,267","1,301","1,377","1,452","1,536","1,617","1,689","1,763"
80,Allianz Centre,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,2.240622238,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,858,878,888,925,956,983,"1,011","1,039","1,068","6,561","6,950","7,265","7,654","8,038","8,534","8,964","9,303","9,679"
81,King St and Clarence St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.511599734,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,99,104,106,114,121,127,133,139,146,"2,423","2,596","2,752","2,935","3,096","3,309","3,510","3,682","3,875"
82,Westpac Building,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.687640443,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,30,31,32,35,37,38,40,42,44,"4,088","4,405","4,670","4,974","5,243","5,602","5,935","6,219","6,538"
83,King St and George St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.709174019,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3,28,29,29,29,29,29,30,30,"4,565","4,833","5,065","5,370","5,643","6,000","6,331","6,608","6,920"
84,Sydney CBD_Strand Arcade,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.660630765,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,13,18,19,20,21,22,23,24,25,"7,331","7,757","7,919","8,311","8,708","9,141","9,518","9,822","10,172"
85,Sydney CBD_Centrepoint,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.53026788,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"6,293","6,671","6,892","7,320","7,714","8,175","8,598","8,937","9,313"
86,David Jones_Elizabeth Street,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.214419923,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3,3,3,4,4,4,4,5,5,"3,053","3,257","3,337","3,545","3,726","3,920","4,106","4,258","4,426"
87,Law Courts Building Sydney,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.187429983,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,25,27,28,29,31,32,34,35,37
88,"Darling Harbour_Novotel, Grand Mercure, Ibis",Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,4.00106711,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,442,460,469,502,530,554,578,604,629,329,354,358,375,390,406,423,437,450
89,Harbourside_Darling Harbour,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,9.399104372,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"2,052","2,668","2,761","2,997","3,311","3,794","4,015","4,285","4,446"
90,Cockle Bay Wharf,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.275263352,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,1,1,1,1,1,1,1,1,169,181,183,192,200,208,216,223,230
91,Cockle Bay Wharf_East,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,2.843660204,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"11,706","12,501","13,395","14,253","15,039","16,139","17,115","17,898","18,787"
92,Market St and Kent St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.898112268,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,332,462,469,478,486,494,501,510,518,"3,740","3,982","4,189","4,440","4,671","4,969","5,237","5,457","5,707"
93,Market St and Clarence St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.255967051,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,229,273,276,283,288,293,298,303,308,"1,151","1,252","1,313","1,403","1,481","1,579","1,673","1,753","1,843"
94,Market St and York St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.547086681,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,55,64,65,66,68,69,70,71,73,"3,623","3,885","4,115","4,395","4,639","4,959","5,261","5,520","5,812"
95,Queen Victoria Building,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.200764894,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,1,1,1,1,1,1,1,1,"1,146","1,214","1,201","1,271","1,335","1,386","1,436","1,474","1,514"
96,Sydney CBD_Galeries Victoria,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,2.811466422,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,59,62,64,70,75,79,83,87,92,"9,184","9,742","10,231","10,833","11,402","12,126","12,774","13,303","13,885"
97,Piccadilly Arcade,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,2.882059571,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,6,105,112,148,194,234,273,310,351,"10,113","10,798","11,327","12,035","12,682","13,500","14,246","14,864","15,556"
98,Sheraton On The Park,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.921880566,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,53,56,58,63,67,71,75,79,83,"3,670","3,888","4,034","4,240","4,447","4,702","4,929","5,123","5,344"
99,St. Mary's Cathedral,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Education,2.025633075,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,17,17,18,19,19,20,20,21,22,148,170,173,185,197,208,219,230,241
100,Art Gallery Of NSW,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Parkland,18.71219144,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,522,532,544,578,614,652,688,721,756
101,Darling Harbour_Crown Plaza Hotel,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.586311766,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,135,211,216,225,233,240,246,254,261,266,283,289,303,317,332,347,360,374
102,Druitt St and Kent St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.38509942,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,287,504,517,536,553,568,583,599,615,"1,377","1,461","1,508","1,601","1,687","1,785","1,878","1,961","2,050"
103,Sydney CBD_Sydney Town Hall,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,2.674245643,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,29,30,30,30,30,30,30,30,"2,605","2,834","2,919","3,083","3,243","3,405","3,544","3,658","3,786"
104,Town Hall Station,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.610149898,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,52,85,86,88,90,92,94,95,97,"3,377","3,614","3,734","3,942","4,138","4,315","4,473","4,608","4,749"
105,Sydney CBD_Defence Plaza,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.451373349,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,767,879,929,972,"1,025","1,072","1,118","1,164","1,212","1,606","1,741","1,817","1,924","2,024","2,138","2,238","2,319","2,411"
106,Park St and Elizabeth St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,0.99597431,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"2,690","2,896","3,042","3,225","3,388","3,590","3,771","3,921","4,092"
107,St James Station,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Parkland,19.34198579,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,75,79,80,84,88,92,95,98,101
108,Exhibition Centre_Darling Harbour,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,15.07736714,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"6,757","7,252","7,704","8,140","8,571","9,137","9,608","9,964","10,351"
109,Millennium Towers,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,2.301422202,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,626","1,693","1,693","1,679","1,664","1,651","1,639","1,629","1,618",870,941,969,"1,021","1,072","1,127","1,174","1,212","1,255"
110,Bathurst St and Kent St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,2.078775715,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,060","2,060","2,066","2,084","2,095","2,106","2,117","2,130","2,142",794,853,877,930,979,"1,034","1,087","1,134","1,183"
111,Greater Union Cinema Centre,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,2.283412951,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,826,994,"1,011","1,049","1,075","1,100","1,125","1,152","1,178","2,278","2,401","2,460","2,593","2,724","2,872","3,008","3,120","3,240"
112,Bathurst St and Pitt St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.142462083,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,42,65,233,397,499,580,651,728,"3,025","3,161","3,283","3,458","3,629","3,832","4,006","4,143","4,295"
113,Wilmot St and Pitt St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,0.524696016,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,733,719,718,711,700,691,682,674,665,609,646,661,692,721,750,777,798,820
114,Court Of Petty Sessions,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.529029848,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,98,99,99,100,101,101,102,103,104,733,788,815,864,909,962,"1,012","1,056","1,103"
115,Bathurst St and Castlereagh St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,2.182849186,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,548,562,570,606,638,663,686,709,732,"3,927","4,127","4,285","4,526","4,756","5,035","5,287","5,497","5,738"
116,Bathurst St and Elizabeth St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.57721078,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,193,180,179,172,161,152,143,134,124,"2,896","3,020","3,082","3,205","3,347","3,503","3,630","3,733","3,859"
117,Liverpool St and Sussex,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.970386892,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,106","1,095","1,096","1,093","1,086","1,081","1,076","1,072","1,067","1,157","1,238","1,273","1,344","1,411","1,488","1,560","1,621","1,687"
118,Liverpool St and George,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.971927668,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,548","1,531","1,528","1,515","1,501","1,488","1,476","1,465","1,453","1,460","1,591","1,635","1,738","1,831","1,936","2,035","2,125","2,219"
119,World Square Sydney,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,2.619564326,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,746","1,769","1,787","1,845","1,890","1,929","1,970","2,013","2,055","9,048","9,612","9,996","10,563","11,113","11,764","12,345","12,827","13,372"
120,Masonic Centre,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.637674124,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,405,416,421,440,455,469,484,498,513,"2,766","2,959","3,098","3,289","3,466","3,693","3,901","4,078","4,278"
121,Sydney CBD_Downing Centre,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.077678396,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,884,971,"1,011","1,067","1,121","1,176","1,219","1,252","1,291"
122,Liverpool St and Nithsdale St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,1.349646891,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,726,838,850,881,907,931,955,980,"1,006",473,510,536,571,603,643,681,714,750
123,Liverpool St and Commonweath St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.582465153,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,267,308,313,324,334,343,351,361,370,"3,601","3,826","3,953","4,139","4,320","4,517","4,683","4,815","4,971"
124,Liverpool St and Wentworth St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.018108887,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,621,630,634,650,664,676,688,701,714,402,420,439,464,488,517,544,566,590
125,Entertainment Centre,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,5.321450039,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,31,"1,468","1,567","1,932","2,378","2,757","3,118","3,473","3,857",318,"1,583","1,910","2,047","2,177","2,328","2,470","2,591","2,725"
126,Holiday Inn_Chinatown,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.451617517,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,122,129,132,144,154,163,172,181,190,339,366,369,385,402,418,435,449,463
127,Sussex Centre_Chinatown,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,0.84822415,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,29,31,32,35,37,39,41,43,45,769,806,820,862,904,952,998,"1,038","1,081"
128,Little Hay St and Sussex St_Chinatown,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,0.5939178,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,4,4,4,5,5,5,6,6,6,407,430,443,468,491,519,545,567,591
129,Goulburn St and George St,Sydney - Haymarket - The Rocks,117031337,11337,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,1.413509594,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,58,61,62,68,72,77,81,85,89,471,498,504,532,558,584,609,630,651
